	id	date	year	type	area	location	activity	fatalyn	species	source	time	injury	country
1109	1967.03.12	12-Mar-67	1967	Provoked	Victoria	Geelong	Spearfishing	N	Grey nurse shark	H.D. Baldridge, SAF Case #1466	earlyafternoon	provoked	pacific ocean
1110	1967.03.09	09-Mar-67	1967	Unprovoked	South Island	St. Kilda Beach	Lifesaving drill	Y	Thought to involve a white shark	R.D. Weeks, GSAF; J. Garrick; West Australian (Perth), 3/10/1967	earlyevening	death	pacific ocean
1111	1966.10.29	19-Oct-66	1966	Unprovoked	New Ireland Province	Mission Beach, Lambon Island, near Duke of York Islands	Bathing	Y	3.7 m [12'] shark	A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23	morning	death	pacific ocean
1112	1966.09.27	27-Sep-66	1966	Unprovoked	Queensland	Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef	Free diving, carrying speargun	N	Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun 	B. Dawson, J.Green, pp.50-52; The Cairns Post, 9/28/1966 (Note: the  press erroneously reported the diver's name as Davidson.)	afternoon	injury	pacific ocean
1113	1966.09.10	10-Sep-66	1966	Unprovoked	Western Australia	Roe Reef off Rottnest Island	Spearfishing	N	Mako shark, 1.9 m [6.5'] 	The West Australian (Perth), 9/14/1966; H.D.Baldridge, p.136	latemorning	no injury	pacific ocean
1114	1966.08.00.a	Aug-66	1966	Unprovoked	Florida	Municipal Bathing area, Riviera Beach, Palm Beach County	Wading	N	Spinner or blacktip sharks	M. Vorenberg	earlyafternoon	death	atlantic ocean
1115	1966.07.19	19-Jul-66	1966	Provoked	South Carolina	Folly Beach, Charleston County	Killing a shark	N	4' shark	News & Courier, 7/20/1966	earlyevening	provoked	atlantic ocean
1116	1966.06.22	22-Jun-66	1966	Provoked	New Jersey	Reeds Bay, Brigantine, Atlantic County	Clamming	N	Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day	Press clippings	afternoon	death	atlantic ocean
1117	1966.06.11	11-Jun-66	1966	Provoked	Florida	Ft. Lauderdale, Broward County	Fishing	N	1.2 m [4'] hammerhead shark	T. Bailey	morning	death	atlantic ocean
1118	1966.06.04	04-Jun-66	1966	Unprovoked	Texas	Bolivar Peninsula	Swimming	N	a small shark	D. Holmgreen	lateafternoon	death	atlantic ocean
1119	1966.05.20.b	20-May-66	1966	Unprovoked	New South Wales	 Bellingen	Fishing	N	1.8 m [6'] shark	Bellingen Courier-Sun; J. Green, p.35	night	injury	pacific ocean
1120	1966.02.27	27-Feb-66	1966	Unprovoked	New South Wales	Coledale Beach	Treading water	N	White shark, 2.5 m [8.25'], an immature female, previously injured	T. B. Gorman & D.J. Dunatan, NSW State Fisheries Laboratories; H.D. Baldridge, p.58; A. Sharpe, pp.77-79; A. MacCormick, p.162	earlyafternoon	death	pacific ocean
1121	1966.01.22	22-Jan-66	1966	Unprovoked	California	Pebble Beach, Cypress Point, Monterey County	Free diving / spearfishing (resting on the surface)	N	White shark, 3 m [10'] 	D. Miller & R. Collier; R. Collier, pp.40-41; H.D. Baldridge, p.76	morning	injury	atlantic ocean
1122	1966.01.11	11-Jan-66	1966	Unprovoked	Eastern Cape Province	Riet River	Standing	N	1.5 m to 1.8 m [5' to 6'] Zambesi shark	J.L.B. Smith, J. Wallace, M. Levine, GSAF	morning	injury	atlantic ocean
1123	1966.01.09	09-Jan-66	1966	Unprovoked	KwaZulu-Natal	Umkomaas	Body surfing	N	"1.8 m to 2 m [6' to 6'9""] shark"	J. D�Aubrey, M. Levine, GSAF	earlyafternoon	injury	atlantic ocean
1124	1965.12.10	10-Dec-65	1965	Unprovoked	South Australia	Cape Jervis	Fishing	N	15' shark	Adelaide Advertiser, 12/11/1965, SAF Case 1345	morning	death	pacific ocean
1125	1965.11.03.b	03-Nov-65	1965	Invalid	Caribbean Sea	Golfo de los Mosquitos	Argentine Air Force C-54	Y	Shark involvement not confirmed	Tropic Survival School; RCC;  SAF Case #1394	earlymorning	death	pacific ocean
1126	1965.11.03.a	03-Nov-65	1965	Unprovoked	Queensland	Oak Beach	Surfing	N	Grey nurse shark, 2.4 m [8'] 	Telegraph (Sydney), Mirror (Sydney), Post (Cairns),  11/4/1965; J. Green, p.35	afternoon	injury	pacific ocean
1127	1965.09.12	12-Sep-65	1965	Provoked	East Sepik	Moem Village near Wewak	Fishing (rod & line)	N	0.9 m [3'] shark	The Times (London), 	earlyafternoon	death	pacific ocean
1128	1965.04.10	10-Apr-65	1965	Unprovoked	Florida	American Shoals off Key West	Spearfishing	N	White shark, 10' to 12' 	J. D. Morgan, M.D. 	morning	injury	atlantic ocean
1129	1965.04.04.b	04-Apr-65	1965	Unprovoked	Western Caroline Islands	Koror	Walking on reef	N	Tiger shark, tooth fragment recovered	P.T. Wilson	earlyafternoon	injury	pacific ocean
1130	1965.04.04.a	04-Apr-65	1965	Unprovoked	Florida	Juno Beach, Palm Beach County	Paddling on surfboard	N	Blacktip or spinner shark	M. Vorenberg; R. Greer, M.D.	earlymorning	injury	atlantic ocean
1131	1965.03.14	14-Mar-65	1965	Unprovoked	Florida	Pompano Beach, Palm Beach County	Free diving	N	Mako shark	R. MacNeilly	earlyafternoon	death	atlantic ocean
1132	1965.02.14	14-Feb-65	1965	Unprovoked	KwaZulu-Natal	Amatikulu	Treading water	N	1.8 m [6'], 136-kg [300-lb] shark 	G.W. Black, M. Levine,  GSAF;  T. McHugh, A. Heydorn. J. D'Aubrey & P.H. Jacques; T. Wallett, pp.51-52	earlyafternoon	injury	atlantic ocean
1133	1965.02.04	04-Feb-65	1965	Unprovoked	Massachusetts	Granite Pier, Rockport	Scuba diving	N	1.2 m [4'] shark	R. Powell; Boston Traveler 2/11/1965; H.D. Baldridge, p.184	earlyafternoon	death	atlantic ocean
1134	1965.01.23	23-Jan-65	1965	Unprovoked	KwaZulu-Natal	Country Club Beach, Durban	Paddling rescue ski	N	White shark, 3.7 m [12'] 	D. Davies, J. D'Aubrey & H. Haicker, ORI; M. Levine, GSAF	earlyafternoon	injury	atlantic ocean
1135	1964.12.25	25-Dec-64	1964	Unprovoked	Eastern Cape Province	Port Alfred	Swimming	N	Raggedtooth shark 	Dr. Macrae; J. D'Aubrey, M. Levine, GSAF	lateafternoon	injury	atlantic ocean
1136	1964.12.10.a	10-Dec-64	1964	Unprovoked	New South Wales	Port Jervis	Fishing	N	4.6 m [15'] shark	Adelaide Advertiser, 12/11/1965	morning	death	pacific ocean
1137	1964.11.29	29-Nov-64	1964	Unprovoked	Victoria 	Lady Julia Percy Island	Free diving with seals	N	White shark, 2.4 m [8'] 	A. Sharpe, pp.115-116; H. Edwards, pp.67-71; J. Green, p.35; A. MacCormick, pp.88-91; J. West, ASAF	earlyafternoon	amputation	pacific ocean
1138	1964.10.04	04-Oct-64	1964	Unprovoked	Western Australia	Avalon Beach, near Mandurah, 50 miles south of Perth	Surfing, but swimming to his board	N	Grey nurse shark, 1.8 m [6']	The Australian 10/5/1964	morning	death	pacific ocean
1139	1964.09.07	07-Sep-64	1964	Unprovoked	Northern Taiwan	Tamsui Beach	Swimming	N	1.8 m [6'] shark	China Post (Taipei, Taiwan) 9/22/1964; J. Wong	earlyafternoon	injury	pacific ocean
1140	1964.08.23	23-Aug-64	1964	Unprovoked	Guerrero	Acapulco	Floating on his back in an inner tube	N	1.8 to 2.4 m [6' to 8'] shark	T.T. Moore	earlyafternoon	injury	atlantic ocean
1141	1964.08.21	21-Aug-64	1964	Unprovoked	Florida	Panama City, Bay County	Swimming	N	3' shark	W.H. Tobert	morning	injury	atlantic ocean
1142	1964.08.08	08-Aug-64	1964	Unprovoked	Florida	2 miles off Jupiter, Palm Beach County	Spearfishing using scuba	N	Hammerhead shark	H.D. Baldridge, p.183	latemorning	injury	atlantic ocean
1143	1964.05.08	08-May-64	1964	Unprovoked	Vita Levu	Naviti	Spearfishing	Y	Tiger shark	H.D. Baldridge, p.196; Clark, p.87	morning	death	pacific ocean
1144	1964.03.05	05-Mar-64	1964	Unprovoked	Florida	Fort Lauderdale, Broward County	Skin diving 	N	1.7 m [5.5'] shark	Sun Sentinel, 3/6/1964 	afternoon	death	atlantic ocean
1145	1964.02.10	10-Feb-64	1964	Unprovoked	North Island	West of Pukerua Bay, Wellington	Spearfishing	N	White shark, 3 m [10'] 	R.D. Weeks, GSAF; Otago Daily Times, 2/11/1964, p1; Wellington Evening Post, 2/17/1960	earlyevening	injury	pacific ocean
1146	1964.02.08	08-Feb-54	1964	Unprovoked	Western Cape Province	Muizenberg	Body boarding	N	White shark, 1.5 m [5'] k	D. Davies; M. Levine, GSAF	earlymorning	injury	atlantic ocean
1147	1964.02.05.a	05-Feb-64	1964	Unprovoked	South Island	St. Clair Beach, Dunedin	Swimming	Y	White shark, 3 m to 3.7 m [10' to 12'] 	R.D. Weeks, GSAF; Otago Daily Times, 2/6/1964 & 2/7/1964	earlymorning	death	pacific ocean
1148	1964.02.01	01-Feb-64	1964	Unprovoked	South Island	Ngatuka Bay, near Picton	Rowing	N	1.8 m [6'] shark	New Zealand Herald, 2/2/1964;  SAF Case #1335	latemorning	injury	pacific ocean
1149	1964.01.21	21-Jan-64	1964	Unprovoked	Western Cape Province	20 m from shore at Strand	Shark watching	N	"White shark, 3.6 m [11'9""] "	GSAF	morning	injury	atlantic ocean
1150	1964.01.11	11-Jan-64	1964	Unprovoked	California	Southeast Farallon Island	Spearfishing / Scuba diving (at surface)	N	White shark (tooth fragment recovered)	R. Collier, p.261-264; D. Miller & R. Collier; R. Collier, pp.26-40	latemorning	injury	atlantic ocean
1151	1964.01.01.a	01-Jan-64	1964	Unprovoked	Western Cape Province	Mossel Bay	Diving for sinkers	N	2.1 m to 2.4 m  [7' to 8'] shark	The Argus, 1/3/1964	earlyevening	injury	atlantic ocean
1152	1964.01.00	Jan-64	1964	Invalid	North Island	White Island	Snorkeling	N	White shark	H.D.Baldridge (1994) SAF Case #1484, Note: Unable to verify in local records.	earlymorning	no injury	pacific ocean
1153	1963.12.29	29-Dec-63	1963	Unprovoked	KwaZulu-Natal	Catfish Rock, between Salt Rock & Shaka�s Rock	Standing	N	Zambesi shark, 1.8 m [6'] 	B. Strauss, D. Davies, 121-122; Daily Dispatch, 4/24/1964; M.  Levine, GSAF	earlyafternoon	injury	atlantic ocean
1154	1963.12.26.b	26-Dec-63	1963	Unprovoked	KwaZulu-Natal	Umhlanga Rocks	Swimming 	N	1.8 m [6']  shark	D.  Davies, pp.120-121; M. Levine, GSAF	earlyafternoon	injury	atlantic ocean
1155	1963.12.22.a	22-Dec-63	1963	Provoked	KwaZulu-Natal	Next to West Street groyne, Durban	Helping friend land hooked shark	N	Dusky shark, 1 m 	M. Levine, GSAF	earlyevening	provoked	atlantic ocean
1156	1963.12.20.b	20-Dec-63	1963	Unprovoked	Western Cape Province	Hartenbos	Spearfishing	N	White shark, 1.7 m [5.5']	D. Davies; M. Levine, GSAF	latemorning	injury	atlantic ocean
1157	1963.12.20.a	20-Dec-63	1963	Unprovoked	KwaZulu-Natal	Umvoti	Splashing in surf	Y	300- to 400-lb Zambesi shark	G.D. Campbell; D. Davies, pp.119-120	latemorning	death	atlantic ocean
1158	1963.12.08	08-Dec-63	1963	Unprovoked	South Australia	55 miles south of Adelaide	Spearfishing	N	White shark	H. Edwards, pp.65-66: H.D. Baldridge, pp.18-19; J. West;	latemorning	injury	pacific ocean
1159	1963.11.30.b	30-Nov-63	1963	Unprovoked	South Island	Charteris Bay, Lyttleton Harbour	Treading water while alongside capsized yacht	N	Possibly a broadnose 7-gill shark	C. Dudley, R.D. Weeks, GSAF; H.D. Baldridge, SAF Case #1467; Otago Daily Times, 12/2/1963, p.7	earlyafternoon	injury	pacific ocean
1160	1963.11.30.a	30-Nov-63	1963	Provoked	Gulf Province	Kukipi, 150 miles west of Port Moresby in the Lakekamu River area	Fishing / standing in waist deep water	N	Tiger shark	M. Malin; The Sun (Melbourne), 12/2/1963	earlyafternoon	provoked	pacific ocean
1161	1963.11.28	28-Nov-63	1963	Unprovoked	 Lau Province	Dravuwalu, Totoya Island	Fishing	N	>1.2 m [4'] tiger shark	Capt. S. B. Brown	morning	injury	pacific ocean
1162	1963.11.12	12-Nov-63	1963	Provoked	Florida	8 miles south of Elliot Key, Miami-Dade County	Testing anti-shark cage	N	Silky shark, 1.9 m [6.5']	D.R. Nelson	morning	provoked	atlantic ocean
1163	1963.11.04	04-Nov-63	1963	Unprovoked	Western Caroline Islands	Koror	Fishing	N	Dooley believed his Injury was caused by stingray (Dasyatidae family)	R. Yalap, M.D.; H.D. Baldridge, p..104 	night	injury	pacific ocean
1164	1963.10.16	16-Oct-63	1963	Unprovoked	Florida	Biltmore Beach, near Panama City	Surf fishing, wading 	N	500-lb shark	H.D. Baldridge, p.109	lateafternoon	injury	atlantic ocean
1165	1963.09.22	22-Sep-63	1963	Unprovoked	Ysabel Island	Susukana Plantation	Spearing fish	Y	5.5 m [18'] shark	M.L. Aylett, Fisheries Officer; H.D. Baldridge, p.148  	earlyafternoon	death	pacific ocean
1166	1963.09.13	13-Sep-63	1963	Provoked	New South Wales	Wanda Beach	Surfing	N	1.5 m [5'] shark	P. Barron; Goulburn Evening Post; J. Green, p.35	morning	death	pacific ocean
1167	1963.09.10	10-Sep-63	1963	Provoked	Florida	Snapper Point Jetty, Miami, Dade County	Spearfishing, pulled shark�s tail	N	Nurse shark, 1.2 m [4'] 	H.D. Baldridge, p.166; SAF Case #1284	earlyafternoon	provoked	atlantic ocean
1168	1963.06.01.b	01-Jun-63	1963	Unprovoked	Thessaly	near Trikerion Island	Swimming	Y	White shark, 3 m 	A. De Maddalena	afternoon	death	atlantic ocean
1169	1963.04.20	20-Apr-63	1963	Unprovoked	US Virgin Islands	St. Thomas, Magens Bay	Swimming	Y	"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis"	G.W. Kirby, Jr.;  NY Times, 1/22/1963	earlyafternoon	death	atlantic ocean
1170	1963.04.12	12-Apr-63	1963	Unprovoked	Hawaii	Awili, South Kona, Hawai'i	Surfing 	N	3.7 to 4.5 m [12' to 15'] shark seen in vicinity	L. Taylor (1993), pp.102-103	earlyafternoon	injury	atlantic ocean
1171	1963.02.08	08-Feb-63	1963	Unprovoked	Lomaiviti  Island Group	Taibaisa Passage, Gau Island	Spearfishing	N	White shark, 2.1 m [7'] 	S. Brown, P. Helfrich	morning	injury	pacific ocean
1172	1963.01.28	28-Jan-63	1963	Unprovoked	New South Wales	Sugarloaf Bay, Middle Harbour, Sydney	Wading	Y	Tooth fragments of �whaler� shark were recovered, a bull shark, according to Edwards	Dr. P.R. Coyne; A. Sharpe, pp.7-12; A. MacCormick, pp.15-18; H. Edwards, pp.102 & 108	earlyafternoon	death	pacific ocean
1173	1963.01.11	11-Jan-63	1963	Unprovoked	KwaZulu-Natal	Peace Cottage, Umdhloti	Free diving, hunting crayfish	N	1 m shark	D. Davies, D'Aubrey; B. Blackmore; M. Levine, GSAF	latemorning	death	atlantic ocean
1174	1963.01.06	06-Jan-63	1963	Unprovoked	KwaZulu-Natal	Selection Reef, Umdhloti	Spearfishing	N	"Zambesi shark, 2 m [6'9""] "	D. Davies, p.117-118; C. Passmore, M. Levine, GSAF	afternoon	injury	atlantic ocean
1175	1962.12.30	30-Dec-62	1962	Provoked	KwaZulu-Natal	Shark tank at Oceanographic Research Institute	Scuba diving	N	Dusky shark, 1 m 	D. Davies	morning	death	atlantic ocean
1176	1962.12.09	09-Dec-62	1962	Unprovoked	South Australia	Carrickalinga Head	Spearfishing	Y	White shark, 4.3 m [14'] (or bronze whaler)	H. Edwards, p.63; H.D. Baldridge, p.197; A. MacCormick, pp.91-93; A. Sharpe, p.124; J. West	earlyafternoon	death	pacific ocean
1177	1962.11.11	11-Nov-62	1962	Unprovoked	California	Farallon Islands	Spearfishing / Scuba diving (at surface)	N	White shark, 4.3 m to 4.9m [14' to 16']	D. Miller & R. Collier; R. Collier, pp.35-36; H.D. Baldridge, pp.73 & 78     	latemorning	injury	atlantic ocean
1178	1962.10.25	25-Oct-62	1962	Unprovoked	Veracruz	Villa del Mar Beach, Veracruz	Wading	Y	2.7 m [9'] shark	C.G. Robles	earlymorning	death	atlantic ocean
1179	1962.09.02	02-Sep-62	1962	Unprovoked	Tyrrhenian Sea	Circeo, Secca del Quadro	Spearfishing with Scuba gear	Y	White shark	A. De Maddalena & C. Moore, GSAF; Carletti (1973), Gianturco (1978), Marini (1989), Gilioli (1989), Giudici & Fino (1989); E. Tortonese; H.D. Baldridge, p.183. Note: A.Resciniti, p.104 lists date as 22-Sep-1962	morning	death	atlantic ocean
1180	1962.08.29	29-Aug-62	1962	Provoked	California	Solana Beach, San Diego County	Diving for abalone	N	Horn shar,k Heterodontus francisci, 1.2 m [4'] 	SAF Case #1059; D. Miller & R. Collier; R. Collier, p. xxv; H.D. Baldridge, p.164  	earlymorning	death	atlantic ocean
1181	1962.08.23	23-Aug-62	1962	Unprovoked	Western Cape Province	Robbesteen	Fishing	N	4.3 m [14'] shark	GSAF	latemorning	death	atlantic ocean
1182	1962.08.19	19-Aug-62	1962	Unprovoked	Texas	Off Andy Bowie Park, Padre Island, near Port Isabel	Surf fishing in waist-deep water	Y	Unknown	J. A. Hockaday, M.D.	earlyafternoon	death	atlantic ocean
1183	1962.08.12	12-Aug-62	1962	Unprovoked	New Jersey	Manasquan, Ocean County	Standing	N	1.8 m [6'] shark	 L. Schultz & M. Malin, p.514, et.al.	earlyafternoon	injury	atlantic ocean
1184	1962.07.19	19-Jul-62	1962	Provoked	California	30 miles south of San Clemente Island	Fishing for albacore	N	Blue shark	R. Zarkas; San Diego Union, 7/30/1962 	afternoon	death	atlantic ocean
1185	1962.06.21	21-Jun-62	1962	Unprovoked	Western Cape Province	Millers Point, False Bay	"On a ""shark hunt"""	N	2.7 m to 3 m [9' to 10'] sharks	M. Levine, GSAF	evening	death	atlantic ocean
1186	1962.06.17	17-Jun-62	1962	Unprovoked	Florida	New Smyrna Beach, Volusia County	Rolled off raft	N	1.8 m [6'] shark	D. Reed; Hobart Gazette, 6/28/ 1962 s	morning	death	atlantic ocean
1187	1962.06.04	04-Jun-62	1962	Provoked	California	12' tank at Steinhart Aquarium, San Francisco	Scuba diving, attempting to catch a captive shark	N	 Sevengill  shark, 1.2 m [4'] 	San Francisco Chronicle, 6/5/1962; H.D. Baldridge, p.183	earlyafternoon	provoked	atlantic ocean
1188	1962.04.07	07-Apr-62	1962	Unprovoked	KwaZulu-Natal	Umhlali	Wading	N	Zambesi shark, 1.2 m [4'] 	D. Davies, p.117; D. Blane, M. Levine, GSAF 	morning	injury	atlantic ocean
1189	1962.02.05	05-Feb-62	1962	Unprovoked	KwaZulu-Natal	Winkelspruit	Treading water	Y	White shark, 3 m 	M. Nielsen, M. Levine, GSAF; D. Davies, p.115	afternoon	death	atlantic ocean
1190	1962.02.04	04-Feb-62	1962	Unprovoked	Queensland	Greenmount Beach	Swimming	N	60 cm  shark 	Courier Mail (Brisbane), 2/5/1962	earlyafternoon	injury	pacific ocean
1191	1962.01.27	27-Jan-62	1962	Unprovoked	South Island	Oreti Beach	Splashing 	N	1.5 m [5'] shark	R. Weeks, GSAF; V.M. Coppleson (1962), p.247; H. D. Baldridge, p.16	afternoon	death	pacific ocean
1192	1962.01.14.c	14-Jan-62	1962	Unprovoked	California	Farallon Islands	Spearfishing / Scuba diving (at surface)	N	White shark, 4 m [13'] 	D. Miller & R. Collier; R. Collier, pp.34-35; H.D. Baldridge, p.74; Clark, pp.98-99	morning	injury	atlantic ocean
1193	1962.01.14.a	14-Jan-62	1962	Unprovoked	New South Wales	Lennox Head, Ballina	Surfing	N	2.1 m [7'] shark, a shark's serrated tooth recovered from toe	The Star (Johannesburg), Daily Telegraph (Sydney), Sydney Morning Herald,  The Examiner (Launceston) 1/15/1962; V.M. Coppleson (1962), p.246; R.D. Weeks, GSAF	earlyafternoon	death	pacific ocean
1194	1962.01.11.b	11-Jan-62	1962	Unprovoked	10�S, 142�E	Jukuataia Village	Spearfishing	N	White shark	SAF Case #1193	latemorning	injury	pacific ocean
1195	1962.01.11.a	11-Jan-62	1962	Unprovoked	South Island	Fairdown Beach, 5 miles north of Westport	Surf fishing	N	"36""  shark"	R. D. Weeks, GSAF; Dr. C. Foote; The Evening Post, 1/12/1962 	earlyevening	injury	pacific ocean
1196	1962.01.01	01-Jan-62	1962	Unprovoked	Kwajalein Atoll	Roi-namur Island	Fishing with hand net in 2' of water	N	1.8 m [6'] shark	L. R. Fletcher, M.D.	earlyafternoon	death	pacific ocean
1197	1961.12.28.c	28-Dec-61	1961	Unprovoked	Queensland	Lambert's Beach, Mackay	Standing	Y	3 m [10'] shark	V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101 	afternoon	death	pacific ocean
1198	1961.12.28.b	28-Dec-61	1961	Unprovoked	Queensland	Lambert�s Beach, Mackay	Standing	N	3 m [10'] shark	V.M. Coppleson (1962), p.246; A. MacCormick, pp.19-21; A. Sharpe, p.101	afternoon	injury	pacific ocean
1199	1961.12.28.a	28-Dec-61	1961	Unprovoked	KwaZulu-Natal	Umhlanga Rocks	Treading water	N	Zambesi shark	D.  Davies, pp.113-114; D. Davies & J. D'Aubrey; T. McDonnell, M. Levine, GSAF	afternoon	injury	atlantic ocean
1200	1961.12.27	27-Dec-61	1961	Provoked	Western Australia	North of main swimming area in Waterman's Bay Beach, Perth	Spearfishing	N	Grey nurse shark, 2.4 m [8'] 	The West Australia, 12/28/1961 	earlymorning	death	pacific ocean
1201	1961.12.18.a	18-Dec-61	1961	Unprovoked	Queensland	Noosa Heads	Surfing, pushing board ashore	Y	Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut	Natal Daily News, 12/19/1961; Sydney Morning Herald, 12/20/1961; V.M. Coppleson (1962), p.246; H.D. Baldridge, p.172; A. Sharpe, pp.100-101	earlymorning	death	pacific ocean
1202	1961.12.13	13-Dec-61	1961	Unprovoked	Torres Strait	Horn Island, near Thursday Island	Swimming with other crew near wharf	N	1.8 m [6'] shark	Brisbane Courier Mail, 12/14/1961; V.M. Coppleson (1962), p.246	earlyafternoon	injury	pacific ocean
1203	1961.08.20	20-Aug-61	1961	Unprovoked	California	Portuguese Beach at mouth of Salmon Creek, Sonoma County	Swimming	N	White shark, 4 m [13'] 	L.A. Times, 8/21/1961; D. Miller & R. Collier; R. Collier, p.33; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.72	morning	injury	atlantic ocean
1204	1961.08.16	16-Aug-61	1961	Unprovoked	South Carolina	Pawley�s Island, Georgetown County	Wading	N	White shark	C.O. Adams	earlymorning	injury	atlantic ocean
1205	1961.08.02	02-Aug-61	1961	Unprovoked	Hawaii	Pearl Harbor Channel, O'ahu	Net fishing, picking catch from the net	N	2.4 m [8'] shark	K. Kato; V.M. Coppleson (1962), p.246	lateafternoon	injury	atlantic ocean
1206	1961.07.29	29-Jul-61	1961	Provoked	New York	Whitewood Point on Lloyd Neck in Oyster Bay	Spearfishing	N	"43"" shark"	B. Junker	earlyafternoon	death	atlantic ocean
1207	1961.07.00.b	Jul-61	1961	Unprovoked	Adriatic Sea	Riccione	Spearfishing	N	White shark, 4.5 m 	M. Gregor; H.D. Baldridge, p.135; A. De Maddalena; Ellis (1973), Fergusson (1996), Mojetta et al. (1997)	earlyafternoon	injury	atlantic ocean
1208	1961.05.21	21-May-61	1961	Unprovoked	California	Tomales Point, Marin County	Free diving for abalone	N	White shark	D. Miller & R. Collier; R. Collier, pp.32-33 	earlymorning	injury	atlantic ocean
1209	1961.05.15	15-May-61	1961	Unprovoked	Florida	Laguna Beach, Bay County	Walking in chest-deep water	N	Hammerhead shark, 500-llb 	G.L. Morris; Post Herald (Birmingham, Alabama) 5/18/1961; V.M. Coppleson (1962), p.249	morning	death	atlantic ocean
1210	1961.04.25	25-Apr-61	1961	Provoked	New South Wales	Trial Bay, north of Kempsey	Spearfishing	N	"Wobbegong shark, 1.4 m [4'6""] "	Kempsey Macleay Argus (N.S.W.), 4/27/1961	latemorning	provoked	pacific ocean
1211	1961.04.21	21-Apr-61	1961	Unprovoked	Gaza	Sepulveda Beach, Xai Xai	Swimming	N	Zambesi shark	D. Davies, pp.125-126; M. Levine,GSAF; Star, 4/23/1961	morning	injury	indian ocean
1212	1961.04.09	09-Apr-61	1961	Unprovoked	Gaza	Xai Xai	Swimming, using bundles of sticks as raft	Y	Zambesi shark	D. Davies, p.125; Star, 4/14/1961	morning	death	indian ocean
1213	1961.03.12	12-Mar-61	1961	Unprovoked	South Australia	Aldinga Beach	Spearfishing	N	White shark, 3.7 m [12'] 	V.M. Coppleson (1962), pp.182 & 252; H. Edwards, pp.61-63; H.D. Baldridge, p.56; J. West, ASAF	earlyafternoon	injury	pacific ocean
1214	1961.02.17.a	17-Feb-61	1961	Unprovoked	Victoria	Mount Martha Beach	Standing	N	"2' ""banjo shark"""	Morning Peninsular Post (Victoria, Australia), 2/22/1961; V.M. Coppleson (1962), p.246	earlyevening	death	pacific ocean
1215	1961.02.01.b	01-Feb-61	1961	Unprovoked	Eastern Cape Province	Nahoon	Swimming	Y	2.1 m [7'], 90-kg shark	D. Davies & J. D'Aubrey;  D. Davies, pp.122-124; M. Levine, GSAF	earlyafternoon	death	atlantic ocean
1216	1961.01.22	22-Jan-61	1961	Unprovoked	KwaZulu-Natal	Amanzimtoti	Swimming	N	White shark	M. Murphy, M. Levine, GSAF; A.C. Copley; G. D. Campbell;  D. Davies, pp.111-112	earlyafternoon	injury	atlantic ocean
1217	1961.01.06.c	06-Jan-61	1961	Unprovoked	KwaZulu-Natal	Winkelspruit	Standing	N	White shark, based on bite pattern	GSAF;  D. Davies & J. D'Aubrey; D. Davies, pp.109-111	earlyevening	injury	atlantic ocean
1218	1961.01.05	05-Jan-61	1961	Unprovoked	Limpopo River	190 km to 240 km from the sea	Swimming	N	Six Zambesi sharks seen to 1.5 m [5'] in length	D. Davies, p.124-125	afternoon	injury	indian ocean
1219	1960.12.24	24-Dec-60	1960	Unprovoked	KwaZulu-Natal	Margate	Swimming	Y	White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark	D. Davies & J. D'Aubrey; D. Davies, pp. 108-109; T. Wallett; M. Levine, GSAF	afternoon	death	atlantic ocean
1220	1960.12.20	20-Dec-60	1960	Unprovoked	Queensland	College�s Crossing, 54 miles above mouth of the Brisbane River	Fishing, when line became snagged on rock & he dived into water to free it 	N	Grey nurse shark, 1m 	Sydney Morning Herald, 12/21/1960; V.M. Coppleson (1962), p.246 	morning	injury	pacific ocean
1221	1960.11.27	27-Nov-60	1960	Unprovoked	Queensland	Black�s Beach, 9 miles north of Mackay	Swimming	N	3' shark	Daily Mercury (Mackay), 11/28/1960 	earlyafternoon	injury	pacific ocean
1222	1960.09.02	02-Sep-60	1960	Invalid	Eniwetok Atoll	Lagoon along Sand Island	Free diving / Spearfishing	N	Grey reef shark, Identified as C. menisorrah, by E.S. Hobson, F. Mautin & E.S. Reese (1961)	E.S. Hobson; SAF Case #955	latemorning	injury	pacific ocean
1223	1960.09.01	01-Sep-60	1960	Invalid	Eniwetok Atoll	Parry Island	Free diving / Spearfishing	N	Grey reef shark, Identified by E.S. Hobson, F. Mautin & E.S. Reese (1961)	E.S. Hobson; SAF Case #954	latemorning	injury	pacific ocean
1224	1960.08.10	10-Aug-60	1960	Provoked	Florida	Key Largo Sound	Holding shark on leader & dangling it above the water	N	Lemon shark, 1164 mm, immature male, identified by  V.G. Springer	D. Mayo; V. Springer	evening	death	atlantic ocean
